id,author,page,text,rate,reply_to,created_at,updated_at,user_id,category,published
527,آرزو,flytoday,ارزانترین قیمت خرید بلیط هواپیما با پشتیبانی متعهد و دلسوز,5,,2019-12-28 07:12:09.04382,2019-12-28 07:12:09.04382,939272,2,t
528,حمیدرضا,zagros,"من سه  شنبه از اهواز  با 3 ساعت تاخیر اومدم  . حتی اطلاع رسانی هم نشد  .
متسفانه جمعه با همون پرواز برگشتم . برخوردشون افتضاح   بود . کم مونده بود دعوا کنم   باهاشون . خیلی  بی ادب  هستن",1,,2019-12-28 07:27:56.216609,2019-12-28 07:27:56.216609,939287,1,t
529,محمد عبدلی,iran-air,"",5,,2019-12-29 06:15:15.290109,2019-12-29 06:15:15.290109,940872,1,t
530,"",safarestan,"",,,2019-12-29 09:38:06.320488,2019-12-29 09:38:06.320488,941109,2,t
531,تستادی,taban,تجربه خوبی بود ,3,,2019-12-29 12:03:02.232255,2019-12-29 12:03:02.232255,941318,1,t
532,امید,meraj,من به قشم سفر داشتم و با هواپیمایی معراج رفتم، سرویس دهی، طرز برخورد، تمیزی، فضای نشستن صندلی ها و کترینگش خوب بود و راضی بودیم. فقط از برگشت 35 دقیقه تاخیر داشت. در مجموع فکر میکنم بعد از ماهان خط هوایی خوب و قابل اطمینانی هست.,4,,2019-12-29 15:59:23.305752,2019-12-29 15:59:23.305752,941628,1,t
533,نظافت و خشرویی مهماندار و نظم در ساعات پرواز ربطی به تحریم ندارد ای کاش بابت این همه پول بلیط کمی خدمات بدهند,caspian,"",3,,2019-12-29 18:23:23.654103,2019-12-29 18:23:23.654103,941872,1,t
534,سعید,ata,پرواز 9 شب رو انداختن به 9 صبح!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! با شتر برین با آتا نرین,1,,2019-12-31 15:11:38.397101,2019-12-31 15:11:38.397101,945390,1,t
535,محمدی,zagros,"بسیاراز خدمات ناداضی به دلیل تاخیر در پروازهای اخیر
مملکت که صاحب ندارد ضعف و عدم مدیریت ",,,2020-01-01 05:17:48.315847,2020-01-01 05:17:48.315847,946806,1,t
537,"",safarestan,"",,,2020-01-02 08:26:35.907211,2020-01-02 08:26:35.907211,950025,2,t
538,"",hipotrip,"",,,2020-01-03 16:25:30.43648,2020-01-03 16:25:30.43648,951832,2,t
539,ع پ,sepehran,یه پرواز رفت و برگشت داشتم.خوب و منظم سروقت و هواپیمای تمیزی بود. رفتار مهمانداران هم خوب بود.راضی کننده است,4,,2020-01-04 07:31:21.701734,2020-01-04 07:31:21.701734,952603,1,t
540,سید,zagros,"والا اولین و اخرین پروازم است اگه سالم برسیم 
 
زاگرس. پرواز 4021یک ساعت تاخیر پرواز داشت اعلام کردن مشکل برقی پیدا کرده

خدا به دادمون برسه",,,2020-01-05 11:45:07.986193,2020-01-05 11:45:07.986193,954530,1,t
542,"",naft,"",,,2020-01-05 17:09:06.463396,2020-01-05 17:09:06.463396,954977,1,t
544,"",safarme,"",,,2020-01-06 20:39:33.590651,2020-01-06 20:39:33.590651,957000,2,t
952,علی,zagros,۵ ساعت تاخیر ...اهواز مشهد,1,,2020-07-04 20:17:29.508005,2020-07-04 20:17:29.508005,1309937,1,t
1258,عبدالصمد,meraj,از معراج خیلی راضی هستم از هر لخاض,5,,2020-10-15 14:28:07.154998,2020-10-15 14:28:07.154998,1454926,1,t
545,ناشناس,zagros,"  نوع‌پذیرایی‌عالی‌بود‌‌طرز‌صحبت‌کردن‌مهماندارا‌عالی‌بود‌

مخصوصا‌آقای‌مجید‌حاتمی‌مقدم

",5,,2020-01-08 16:21:03.601197,2020-01-08 16:21:03.601197,961080,1,t
548,"",ghasedak,"",,,2020-01-08 17:07:04.554436,2020-01-08 17:07:04.554436,961356,2,t
549,رها,zagros,والا ما ۹۸/۱۰/۱۰با هواپیمایی زاگرس پروازداشتیم ازمشهد به بندرعباس فقط نذروصلوات مارو نگه داشت .زیاد مروازنرمالی نبود.وقتی رسیدیم فرودگاه بندرعباس انگارتازه بدنیا اومدیم....,1,,2020-01-08 19:50:06.277259,2020-01-08 19:50:06.277259,961959,1,t
551,ریحانه,zagros,پرواز مشهد بندرعباس درتاریخ۹۸/۱۰/۱۰رو باهواپیمایی زاگرس بود.برخورد پرسنل وخدمه خوب بود ولی تمیزی ونظافت داخل هواپیما اصلا مناسب وتمیز نبود .پروازشم فکرکنم هوااپیمادرحال سقوط بود ولی انگارعمرمون به دنیابود وخدانگه داشت وارد هواپیماکه شدم یه حس غریبی بهم دست داد یه ترس عحیبی بود ولی یاداین ذکرافتادم والله خیرالحافظین.. بهرحال رسیدیم.ولی خدابا امدادهای غیبیش نگه داشت .الهی .سفر همه ی مسافران اسلام چه داخلی چه خارجی ختم به خیربشه وخدای عزیز خودش مراقب خلبانان عزیزوخدمه ی پرواز ومسافران باشه .,1,,2020-01-08 20:07:18.285744,2020-01-08 20:07:18.285744,961959,1,t
552,"",sepehr,"",,,2020-01-09 10:36:35.263569,2020-01-09 10:36:35.263569,963580,2,t
553,مسعود شعبانی ,safarestan,راضی بودم,5,,2020-01-09 14:59:40.227346,2020-01-09 14:59:40.227346,963868,2,t
554,"",flytoday,"",,,2020-01-09 17:43:36.399938,2020-01-09 17:43:36.399938,964071,2,t
555,نصرالدین سعدی,mahan,"",5,,2020-01-09 20:02:15.10857,2020-01-09 20:02:15.10857,964235,1,t
556,نصرالدین سعدی,mahan,من بتاریخ ۹ / ۱۰ / ۱۳۹۸ از کابل به مشهد سفر کردم به بلیط دو طرفه  پرواز شما عالی بود پس میخواهم بروم کابل به روز دوشنبه ۲۳ ,5,,2020-01-09 20:05:28.3954,2020-01-09 20:05:28.3954,964235,1,t
557,بهروز,sepehran,"خیلی بده... پرواز۴۳۴۸ مشهد به اهواز ۱۶ دی ماه ۹۸ ساعت ۱۸

برخورد مهماندار بسیار زشت و زننده بود بر سر سینی پلاستیکی غذا... واقعا من خجالت کشیدم وقتی خانم مهماندار از مسافر درخواست کرد که سینی را بده...ما دوباره این سینی ها را سلف میکنیم...",1,,2020-01-10 10:09:41.733132,2020-01-10 10:09:41.733132,964924,1,t
560,فرزاد,iran-air-tour,خیلی عالی,5,,2020-01-10 19:07:53.070009,2020-01-10 19:07:53.070009,966580,1,t
561,احمد  من در تاریخ بیست ۱۰/۹۸پرواز داشتم باخانواده بعد کلی دروغ دغل بازی بعد کلی تا خیر گفتن کنسله باید در شو گل که چه ارز کنم باخاک باید نابود بشه,taban,"",,,2020-01-11 10:36:00.255526,2020-01-11 10:36:00.255526,967379,1,t
562,امیر نصرتی,meraj,"من ۲بار با معراج از چابهار به تهران سفر داشتم هواپیمای بسیار مطمن و با کیفیت و برخورد خوب مهماندار ها  
 باکیفیت تمیز ایمن
",5,,2020-01-11 17:20:54.17089,2020-01-11 17:20:54.17089,967877,1,t
563,هنگامه,taban,هیچ وقت هیچ وقت با این شرکت بی صاحب پرواز نکنین یک روز و‌نیم پرواز و کنسل کردن هیچ کس هم جوابگو نیس ب همه بگین این شرکت دزد پول مردم و میگره و بعدم جوابگو نیس ,,,2020-01-12 06:44:17.201858,2020-01-12 06:44:17.201858,968434,1,t
564,مهرزاد شیخان زئی ,aseman,تجربه ای ندارم با این پرواز ولی بار اول میخواستم تجربه کنم تو سایت زده پرواز ۳:۳۰ دقیقه ساعت ۲:۳۰ رفتیم درارو بستن نزاشتن سوار شیم این خیلی بده برو ک بره براش مشهد - چابهار ,1,,2020-01-12 13:09:37.854731,2020-01-12 13:09:37.854731,968949,1,t
565,"",ghasedak,"",,,2020-01-12 15:28:25.706569,2020-01-12 15:28:25.706569,969165,2,t
566,"",ghasedak,"",,,2020-01-12 15:28:27.520699,2020-01-12 15:28:27.520699,969165,2,t
567,هادی,taban,"",1,,2020-01-12 16:55:54.728132,2020-01-12 16:55:54.728132,969277,1,t
568,"",flytoday,"",,,2020-01-12 22:41:25.431745,2020-01-12 22:41:25.431745,969683,2,t
569,"",safarestan,"",,,2020-01-13 12:44:49.804688,2020-01-13 12:44:49.804688,970451,2,t
570,اصلا خوب نیست,safarestan,"",,,2020-01-13 16:20:29.445802,2020-01-13 16:20:29.445802,970604,2,t
571,"",ghasedak,"",,,2020-01-14 05:50:07.097529,2020-01-14 05:50:07.097529,972068,2,t
572,"",ghasedak,"",4,,2020-01-14 06:17:52.222864,2020-01-14 06:17:52.222864,972068,2,t
573,"",aseman,"",1,,2020-01-16 08:25:26.323841,2020-01-16 08:25:26.323841,975228,1,t
574,"",ghasedak,"",,,2020-01-16 17:08:42.448085,2020-01-16 17:08:42.448085,963555,2,t
576,نقي ريسيان,safarestan,راهنمايي به صورت كامل و جامع بوده است,4,,2020-01-17 06:27:44.57336,2020-01-17 06:27:44.57336,976369,2,t
577,یاس,varesh,خیلی خوب بود رفت و برگشت هیچ تاخیری نداشت.دوست داشتم,4,,2020-01-17 11:30:54.568583,2020-01-17 11:30:54.568583,954434,1,t
578,اعظم,zagros,"اگه میخواید مسافرتتون کوفتتون نشه اصلا انتخابش نکنید
با اتوبوس مسافرت رفتن بهتر از زاگرسه",1,,2020-01-17 17:00:00.232396,2020-01-17 17:00:00.232396,977163,1,t
579,"",zagros,"با سلام و احترام 
من امروز با پرواز زاگرس اومدم از تهران به اهواز ساعت پرواز ساعت ۱۰ صبح بود 
و خواستم از تیم پرواز جناب خلبان سعدی و تیم مهمانداری به سر مهمانداری جناب مولوی کمال تشکر و قدردانی رو داشته باشم 
بر خورد پرسنل عالی و خلبان هم فوق العاده بود و من قبل از پروازم کامنتهای منفی زیاد شنیده بودم ولی خودم تجربه کردم و عالی بود شماره پرواز ۴۰۱۷ 
با سپاس 
امید پور آزادی ",,,2020-01-18 09:05:33.739631,2020-01-18 09:05:33.739631,978103,1,t
580,امید ,zagros,"",5,,2020-01-18 09:08:15.749458,2020-01-18 09:08:15.749458,978103,1,t
581,نرگس تارا,sepehran,"واقعا همه چي عالي بود
بعترين ايرلايني كه تابحال تجربه سفر داشتم
از همه قشنگتر وقتي به مشهد رسيديم اهنك امده اي اي شاه پناهم بده و بعد دهاي امام رضا و شعر وطنم را گذاشتند",5,,2020-01-18 22:56:52.961142,2020-01-18 22:56:52.961142,979330,1,t
582,"",zagros,عالی ,,,2020-01-19 03:29:10.007368,2020-01-19 03:29:10.007368,979496,1,t
583,مرتضی,meraj,"",5,,2020-01-19 08:14:26.315246,2020-01-19 08:14:26.315246,979809,1,t
953,علی,zagros,هواپیمایی زاگرس رو تایید نمیکنم,,,2020-07-04 22:37:29.657836,2020-07-04 22:37:29.657836,1309937,1,t
954,"",ghasedak,"",,,2020-07-05 09:09:44.868315,2020-07-05 09:09:44.868315,837051,2,t
955,ناشناس,varesh,عالی,5,,2020-07-05 16:53:08.465158,2020-07-05 16:53:08.465158,1311489,1,t
957,مخه,zagros,"",5,,2020-07-06 04:39:28.714513,2020-07-06 04:39:28.714513,1312137,1,t
584,لیلا,zagros,سلام افتضاح برگشت از کیش به اصفهان . بعد از ۶ ساعت تاخیر تازه اعلام کردن کنسل شده.,1,,2020-01-19 15:41:00.28063,2020-01-19 15:41:00.28063,979823,1,t
585,امید پورآزادی ,zagros,"خواستم از شرکت هواپیمایی زگراس پرواز شماره ۴۰۱۲
اهواز به تهران واقعا تشکر کنم خلبان جناب آقای ضرغامی ",5,,2020-01-19 21:22:44.741055,2020-01-19 21:22:44.741055,978103,1,t
586,وجیهه,zagros,افتضاحه،همه چیزش افتضاحه نمی‌دونم چرا هیچ کس این شرکت رو گوشمالی نمیده،همیشه تاخیر داره،خدمت بی ادب،پذیرایی افتضاح،خاک برسرشون,1,,2020-01-21 04:50:18.226279,2020-01-21 04:50:18.226279,984835,1,t
587,"",zagros,امروز ساعت ۱۱ پرواز داریم از مشهد به بندر عباس ،صبح ساعت ۹ زنگ زدم به این هواپیمایی بی مسیولیت،پررو و بی ادب و پرسیدم با توجه به اینکه بچه کوچک دارم اگر پرواز تاخیر داره بگین،والا روز روزش این هواپیمایی تاخیر داره چه برسه به امروز که برف هم هست،مسیول پشت خط با بی ادبی گفت میخواستین بلیط زاگرس نخرین😏بگذریم همینطوری که تحقیق میکردم دیدم سایت فرودگاه زده یک ساعت ونیم تاخیر داره که من مطمئنم تا ۴ و پنج نمیپره،حالا زنگ زدم به همون خانم بی ادب میگم چرا اس ام اس ندارین میگه دوست نداشتیم🤨,,,2020-01-21 06:32:42.603061,2020-01-21 06:32:42.603061,984835,1,t
588,محمدی ,qeshm-air,عالی ودرجه یک مهماندارای خوش برخوردپزیرایی فول فقط یه ذره اندازه نوک سوزن تکون میخورد,5,,2020-01-21 14:12:04.76197,2020-01-21 14:12:04.76197,986117,1,t
589,سیو پرواز کرمانشاه به تهران چهارشنبه ۲ بهمن ماه ,ghasedak,"",1,,2020-01-21 15:43:58.330343,2020-01-21 15:43:58.330343,859670,2,t
590,"",iran-air,خوبه وقت تعداد پرواز برای استان گیلان رشت خیلی کمه,,,2020-01-21 18:32:53.565656,2020-01-21 18:32:53.565656,817865,1,t
591,"",safarestan,"",,,2020-01-22 05:28:28.96883,2020-01-22 05:28:28.96883,987305,2,t
592,رسول,safarestan,"",5,,2020-01-23 14:10:39.677498,2020-01-23 14:10:39.677498,990817,2,t
593,رسول,safarestan,"",5,,2020-01-23 14:10:57.608548,2020-01-23 14:10:57.608548,990817,2,t
594,رضا,mahan,عالیییی,5,,2020-01-23 21:48:28.743415,2020-01-23 21:48:28.743415,991641,1,t
